country_host,name,requirements,study_field,study_level,url
Brasil,"Becas UNILA en Brasil, 2023","REQUISITOS,1. Podrá postular a un cupo en las carreras de grado UNILA el/la postulante que, en el acto de la inscripción, cumpla obligatoriamente con la totalidad de los siguientes requisitos:,1.1. No tener la nacionalidad brasileña, aunque binacional;,1.2. Haber concluido los estudios de educación media, secundaria o formación equivalente fuera de Brasil;,1.3. No tener vínculo activo en carreras de grado UNILA; y,1.4. Tener como mínimo 18 (dieciocho) años o cumplir 18 (dieciocho) años hasta la fecha de la matrícula.,2. Podrán postular a un cupo en las carreras de grado UNILA postulantes provenientes de países latinoamericanos o caribeños, a excepción de Brasil:,2.1. Que tengan el Idioma Español como lengua oficial: Postulantes de nacionalidad legalmente comprobada y declarada de uno de los países de América Latina y el Caribe, en conformidad con el Anexo III;,2.2. Que no tengan el Idioma Español como lengua oficial: Postulantes de nacionalidad legalmente comprobada y declarada de uno de los países de América Latina y El Caribe, de conformidad con el Anexo III, siempre que presenten uno de los siguientes documentos:,a) certificación internacionalmente reconocida de competencia en el Idioma Español (CELU o DELE); o,b) certificación internacionalmente reconocida de competencia en el Idioma Portugués (Celpe– Bras); o,c) estar residiendo en Brasil o en cualquier país de lengua española de América Latina desde hace por lo menos 12 (doce) meses en la fecha de la inscripción, siempre que se lo compruebe a través de documento legal de identificación del país de dicha residencia.,§ 1º. Para efectos de acreditar lo señalado en el inciso c, se aceptará visado adjunto al pasaporte, junto con un sello de entrada y salida de Brasil o de cualquier país latinoamericano de habla hispana.,§ 2º. A los efectos de acreditar competencia, no se aceptará la carga lectiva de asignaturas de idioma español o portugués cursadas durante la educación secundaria.","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-unila-en-brasil-a0870/
México,"Becas UNAM – Convocatoria para la Movilidad Estudiantil Internacional de licenciatura en la UNAM, 2022-2",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-unam-convocatoria-para-la-movilidad-estudiantil-internacional-de-licenciatura-en-la-unam-ii-a3207/
,,,,,
,,,,,
"Argentina,Brasil,Chile,Colombia,Costa Rica,la República Dominicana,Ecuador,El Salvador,Guatemala,Honduras,México,Nicaragua,Panamá,Paraguay,Perú,Uruguay","Becas de maestría Margaret McNamara para mujeres latinoamericanas en universidades de América Latina, 2022","1. Personas que se identifiquen como mujeres y tengan como mínimo 25 años de edad al momento del cierre de la convocatoria.,2. Ser ciudadana de uno de los países elegibles por MMEG. Listado disponible en: http://www.mmeg.org/eligibility-country-list,3. No tener vínculo familiar alguno con ningún empleado del Banco Mundial, el Fondo Monetario Internacional o el Banco Interamericano de Desarrollo.,4. Estar inscrita y matriculada (no solamente aceptada) en un programa a tiempo completo o parcial (dos cursos por período académico como mínimo) en una de las siguientes universidades participantes en el Programa de MMEG en América Latina:,4.1. Centro Agronómico Tropical de Investigación y Enseñanza (CATIE), Costa Rica,4.2. FLACSO (Argentina, Brasil, Chile, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, México, Panamá, Paraguay, República Dominicana, Uruguay),4.3. INCAE (Costa Rica y Nicaragua),4.4. Universidad Austral, Argentina,4.5. Universidad Iberoamericana, México,4.6. Universidad Católica del Perú, Perú,4.7. Universidad de los Andes, Colombia,4.8. Universidad Nacional de Colombia, Colombia,4.9. Universidad Rafael Landívar, Guatemala,5. Estar inscrita y matriculada en un programa de licenciatura/pregrado, maestría, doctorado o postdoctorado.,6. Después de adjudicada la beca, la becaria deberá estar inscrita y matriculada en un programa académico de tiempo completo/parcial (dos cursos por período académico como mínimo) en el periodo enero-julio del año siguiente a la convocatoria en una de las universidades participantes en el Programa de MMEG en América Latina.","ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado,Posdoctorado",https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-margaret-mcnamara-memorial-fund-scholarship-11373/
,,,,,
,,,,,
,,,,,
"online,Colombia","Becas crédito del Fondo Comunidades Indígenas Álvaro Ulcué Chocué – ICETEX, 2022","1. Ser colombiano,2. Pertenecer a una comunidad indígena, debidamente registrada ante la – Dirección de Asuntos Indígenas Minorías y Rom del Ministerio del Interior.,3. Inscribirse en la convocatoria de acuerdo con el procedimiento establecido. Para este caso, 2022-2.,4. Presentar e inscribir el trabajo comunitario a desarrollar en la comunidad durante la época de estudios con su respectivo Aval de la comunidad a la cual pertenece.,5. Presentar el acta de socialización del proyecto ante la comunidad.,6. Estar admitido o estudiando en una Institución de Educación Superior –IES- dentro de la vigencia para la cual solicita el crédito (segundo semestre de 2022).,7. Si fue beneficiario del fondo y no culminó estudios y desea aplicar nuevamente, deberá reintegrar la totalidad los valores girados anteriormente y aplicar a una nueva convocatoria; solo podrá beneficiarse por el fondo por una única vez.,8. No tener título profesional (para aspirantes de pregrado).,9. No tener título de posgrado (para aspirantes de postgrado).,10. No puede ser beneficiario de dos o más créditos del Fondo al mismo tiempo.,11. No requiere Codeudor.","ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-credito-del-fondo-comunidades-indigenas-alvaro-ulcue-chocue-a1821/
España,"Becas de Formación Doctoral en Ingeniería Energética y sostenible – Becas AUIP, 2022","PERFIL Y REQUISITOS DEL ALUMNADO. Podrán llevar a cabo los estudios dentro de este Programa un máximo de quince (15) estudiantes, de los cuales:,1. Siete (7) serán procedentes del INTEC,2. Tres (3) de la USFX,3. Los cinco (5) restantes podrán ser solicitantes de otras instituciones universitarias latinoamericanas asociadas a la AUIP.,NOTAS,a. No obstante, si se apreciara la presencia de méritos extraordinarios en otros solicitantes, superando los quince (15) previstos, y tras informe favorable Comisión Coordinadora del Programa, la Comisión Académica del Programa de Doctorado en Ingeniería Energética de la UCA podrá admitir en su programa de doctorado un máximo de cinco (5) alumnos más, hasta un total de veinte (20), que podrán beneficiarse del régimen de este Programa, a excepción de la beca.,b. El perfil de ingreso recomendado del alumnado se corresponde con graduados o licenciados en el área de las Ciencias Tecnológicas (Códigos UNESCO: 33), que además cuenten con un título oficial de nivel equivalente a Máster en las mismas áreas de las enseñanzas mencionadas anteriormente, y que faculte, en el país expedidor del título para el acceso al doctorado.,REQUISITOS,1. Los candidatos deberán cumplir con los requisitos de acceso y criterios de admisión del Programa de Doctorado en Ingeniería Energética y Sostenible de la UCA, recogidos en el artículo 11 del Reglamento UCA/CG06/2012 (modificado el 4 de mayo de 2016, BOUCA n.º 208), de 27 de junio de 2012 y lo establecido en los RD 99/2011 y RD 967/2014, así como los siguientes requisitos específicos:,2. Estar es posesión de un título de Máster que dé acceso en el país de origen a los estudios de doctorado, de acuerdo con lo establecido en los artículos 6.º y 7.º del Real Decreto 99/2011, y los que, en su caso, establezcan el Reglamento UCA/CG06/2012, de 27 de junio de 2012, por el que se regula la ordenación de los estudios de doctorado en la UCA y la propia memoria del Programa de Doctorado.,3. Acreditar una trayectoria de experiencia científica, académica y/o profesional, relacionada con la oferta del Programa de Doctorado.,4. Estar residiendo en alguno de los países de América Latina y proceder de alguna universidad asociada a la AUIP, preferentemente teniendo vinculación actual como docente, investigador, personal laboral, administrativo, etc. y contando con el aval institucional de dicha universidad.,5. La AUIP será la encargada de la gestión de las solicitudes a través de su aplicación informática.",ciencias de la computación,Doctorado,https://becas-sin-fronteras.com/beca/becas-de-formacion-doctoral-en-ingenieria-energetica-y-sostenible-becas-auip-a3039/
,,,,,
,,,,,
,,,,,
,,,,,
"online,Argentina,Brasil,Colombia,Ecuador,El Salvador,México","Becas Programa de Formación de Profesores de Educación Superior para América Latina y El Caribe – ProLAC, 2022","1. Las aplicaciones a las becas serán de carácter individual y podrán ser presentadas en los idiomas listados en la Tabla de cursos de Maestría y Doctorado del ProLAC.,2. Ser profesor(a) de universidades o instituciones de Educación Superior de América Latina y el Caribe asociadas al GCUB, la UDUAL, la ASCUN, el CSUCA o la ANUIES.,3. El(la) profesor(a) no puede postularse para becas en el país dónde es ciudadano(a) o residente permanente.,4. Tener la capacidad de financiar los gastos extras no cubiertos por la beca (boleto aéreo,,5. En caso de asignación de beca parcial o completa, no será permitida la acumulación de becas de estudio, ofrecidas por instituciones de países latinoamericanos o caribeños o por cualquier otro órgano o institución extranjera.,6. trámite de visa, seguro médico internacional para todo el periodo de estudios y demás gastos de subsistencia adicionales a los apoyos descritos en el punto 1.3).,7. Cada profesor(a) deberá postularse a dos Programas de Maestría o dos Programas de Doctorado, de diferentes instituciones participantes, preferentemente de países diferentes (ver mapa).","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-programa-de-formacion-de-profesores-de-educacion-superior-para-america-latina-y-el-caribe-prolac-gcub-udual-a2283/
,,,,,
"online,Costa Rica","Becas OEA para Administración de Proyectos en la Universidad para la Cooperación Internacional – UCI, 2022","ELEGIBILIDAD. Para ser considerado para esta oportunidad de beca, un solicitante debe:,1. Ser admitido en el programa de estudios de la UCI.,2. Ser un ciudadano y/o residente legal permanente de cualquiera de los Estados Miembros de OEA, excepto Costa Rica.,3. Los solicitantes de Argentina deben llenar un formulario requerido mediante el siguiente enlace.,4. http://www.oas.org/en/scholarships/PAEC/2018/NOTA-SOLICITUD-DGCIN- 2017.doc y enviarlo a las Oficinas Nacionales de Enlace (ONE) en Argentina.,LOS SIGUIENTES SOLICITANTES NO SON ELEGIBLES,a. Becarios actuales de la OEA.,b. Funcionarios de la SG/OEA y sus familiares inmediatos o consultores de la SG/OEA.,c. Oficiales permanentes de la OEA y sus familiares inmediatos.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-oea-para-administracion-de-proyectos-en-la-universidad-para-la-cooperacion-internacional-uci-a2363/
,,,,,
,,,,,
España,"Becas para cursar Másteres Oficiales en las Universidades de Castilla y León – AUIP, 2022","1. Pertenecer a alguno de los grupos descritos en el apartado “Destinatarios”.,2. Estar residiendo en algún país de América Latina, en el momento de hacer la solicitud.,3. Estar en posesión de un título académico universitario que posibilite el acceso a los estudios de máster universitario, teniendo preferencia aquellos que tengan un título de licenciado o equivalente en un área de conocimiento afín al máster solicitado.,4. Presentar el formulario de solicitud debidamente cumplimentado, así como la documentación complementaria en el plazo establecido al efecto.,5. No haber disfrutado esta misma beca en convocatorias anteriores.,6. Tener, como máximo, 35 años de edad. En este sentido podrán optar a estas becas todos aquellos que cumplan 35 años a lo largo del presente año, es decir del 1 de enero al 31 de diciembre de 2022.,7. Haber cursado la licenciatura, grado o equivalente en alguna universidad latinoamericana, preferentemente asociada a la AUIP.,8. Cumplir todas las obligaciones que se reflejan en el punto 11 de las Bases.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-cursar-masteres-oficiales-en-las-universidades-de-castilla-y-leon-auip-a2987/
